,address,effective_rent
2280,"5175 Cinderlane Pkwy, Orlando, FL 32808",1490
2281,"518 Lake Bridge Ln, Apopka, FL 32703",1623
2282,"5185 115th Cir E, Parrish, FL 34219",1042
2283,"5190 Ariva Blvd, Lakeland, FL 33812",1736
2284,"520 E Church St, Orlando, FL 32801",2263
2285,"520 NE 20th St, Wilton Manors, FL 33305",2298
2286,"520 Terraceview Cove, Altamonte Springs, FL 32714",1667
2287,"5200 Loma Vista Cir, Oviedo, FL 32765",1629
2288,"5200 NW 158th Terrace, Miami Gardens, FL 33014",1370
2289,"5201 N Dixie Hwy, Fort Lauderdale, FL 33334",1988
2290,"5201 W Hillsboro Blvd, Coconut Creek, FL 33073",2519
2291,"5203 Wesconnett Blvd, Jacksonville, FL 32210",870
2292,"5205 Congress Ave, Boca Raton, FL 33487",3481
2293,"5205 N Blvd, Tampa, FL 33603",1768
2294,"5207 Belle Chase Cir, Tampa, FL 33634",1741
2295,"5215 Millenia Blvd, Orlando, FL 32839",1877
2296,"5217 Cedar Lake Rd, Boynton Beach, FL 33437",2100
2297,"5224 Long Rd, Orlando, FL 32808",1816
2298,"5230 Eastwinds Dr, Orlando, FL 32819",1634
2299,"5233 US Hwy 98 N, Lakeland, FL 33809",1425
2300,"524 SW St Lucie Crescent, Stuart, FL 34994",1290
2301,"524 W Tharpe St, Tallahassee, FL 32303",960
2302,"525 Loyola Cir, Orlando, FL 32828",1989
2303,"525 NE 7th St, Fort Lauderdale, FL 33304",3051
2304,"525 One Center Blvd, Altamonte Springs, FL 32701",1575
2305,"525 Sabal Lake Dr, Longwood, FL 32779",1624
2306,"5250 NW 84th Ave, Doral, FL 33166",3341
2307,"5251 Cane Island Loop, Kissimmee, FL 34746",1993
2308,"5262 Timuquana Rd, Jacksonville, FL 32210",963
2309,"527 Neptune Bay Cir, St Cloud, FL 34769",1942
2310,"5275 Long Lake Cir, Lakeland, FL 33805",1324
2311,"5284 Emma Grace Dr, Panama City, FL 32404",1875
2312,"529 S Parsons Ave, Brandon, FL 33511",1689
2313,"5290 70th Ave N, Pinellas Park, FL 33781",1004
2314,"5290 Big Island Drive, Jacksonville, FL 32246",1745
2315,"53 Sonrise Pl, Fellsmere, FL 32948",937
2316,"530 Fairwood Ave, Clearwater, FL 33759",1465
2317,"530 NE 47th St, Boca Raton, FL 33431",2082
2318,"5300 Cinderlane Pkwy, Orlando, FL 32808",1655
2319,"5300 Hemingway Ln, Naples, FL 34116",2161
2320,"5300 Lake Margaret Dr, Orlando, FL 32812",1402
2321,"5301 Summerwind Dr, Naples, FL 34109",2038
2322,"5301 W McNab Rd, North Lauderdale, FL 33068",1272
2323,"5307 Reflections Club Dr, Tampa, FL 33634",1824
2324,"531 Carrier Dr, Pensacola, FL 32506",1440
2325,"5320 S West Shore Blvd, Tampa, FL 33611",2292
2326,"5327 Timuquana Rd, Jacksonville, FL 32210",1129
2327,"5333 SW 75th St, Gainesville, FL 32608",1735
2328,"5335 Hawks Landing Dr, Fort Myers, FL 33907",1104
2329,"5337 Esplanade Park Cir, Orlando, FL 32839",1550
2330,"5347 Columbus Way S, St Petersburg, FL 33712",1253
2331,"5350 Arlington Expy, Jacksonville, FL 32211",1439
2332,"5350 Bridge St, Tampa, FL 33611",2733
2333,"5350 Desoto Rd, Sarasota, FL 34235",2675
2334,"5350 NW 88th Ave, Lauderhill, FL 33351",2309
2335,"5351 Limelight Cir, Orlando, FL 32839",1130
2336,"5375 NW 7th St, Miami, FL 33126",2071
2337,"538 Creekwood Dr, Orlando, FL 32809",1146
2338,"540 Carillon Pkwy, St Petersburg, FL 33716",1814
2339,"540 Trinity Ln N, St Petersburg, FL 33716",2153
2340,"5400 26th St W, Bradenton, FL 34207",1526
2341,"5400 Broken Sound Blvd, Boca Raton, FL 33487",4050
2342,"5400 Coraci Blvd, Port Orange, FL 32128",1874
2343,"5400 Lyons Rd, Coconut Creek, FL 33073",2251
2344,"5400 NW 114th Ave, Doral, FL 33178",3072
2345,"5400 NW 39th Ave, Gainesville, FL 32606",1737
2346,"5400 NW 55th Blvd, Coconut Creek, FL 33073",2531
2347,"5400 S Williamson Blvd, Port Orange, FL 32128",1882
2348,"5401 Wiles Rd, Coconut Creek , FL 33073",2601
2349,"5402 Pine Chase Dr, Orlando, FL 32808",1585
2350,"541 Oak Reserve Ln, Winter Park, FL 32792",1573
2351,"5410 S Williamson Blvd, Port Orange, FL 32128",1923
2352,"5412 Deerbrooke Creek Cir, Tampa, FL 33624",1776
2353,"5420 NW 27th St, Lauderhill, FL 33313",1802
2354,"5430 Ginger Cove Dr, Tampa, FL 33634",1817
2355,"545 Nantucket Ct, Altamonte Springs, FL 32714",1713
2356,"545 S Keller Rd, Orlando, FL 32810",1873
2357,"5450 Millenia Lakes Blvd, Orlando, FL 32839",2276
2358,"5451 Millenia Lakes Blvd, Orlando, FL 32839",1932
2359,"5455 Pointe Vista Cir, Orlando, FL 32839",1124
2360,"5460 Laurel Ridge Ln, Naples, FL 34116",1471
2361,"5473 27th St S, St Petersburg, FL 33712",1428
2362,"5479 DeSoto Pkwy, Sarasota, FL 34234",1229
2363,"55 W Church St, Orlando, FL 32801",2237
2364,"55-75 Fairway Dr, Miami, FL 33166",1225
2365,"550 Comet St, Jacksonville, FL 32205",800
2366,"550 Executive Center Dr, West Palm Beach, FL 33401",1249
2367,"5500 Broken Sound Blvd NW, Boca Raton, FL 33487",2935
2368,"5500 Main St, New Port Richey, FL 34652",1869
2369,"5500 N Military Trl, Boca Raton, FL 33496",3260
2370,"5500 Pacific Blvd, Boca Raton, FL 33433",2239
2371,"5500 S University Dr, Davie, FL 33328",2481
2372,"5500 Spectra Cir, Fort Myers, FL 33908",2499
2373,"5501 110th Ave, Pinellas Park, FL 33782",1788
2374,"5501 Conroy Rd, Orlando, FL 32811",1599
2375,"5501 Legacy Crescent Pl, Riverview, FL 33578",1669
2376,"5501 SW 11th St, Margate, FL 33068",1905
2377,"5505 N Himes Ave, Tampa, FL 33614",1660
2378,"5510 N Himes Ave, Tampa, FL 33614",1562
2379,"5515 Pacific Blvd, Boca Raton, FL 33433",2031
2380,"5518 Terrace Ct, Tampa, FL 33617",1462
2381,"5520 Collins Rd, Jacksonville, FL 32244",1006
2382,"5522 Playa Way, Jacksonville, FL 32211",1145
2383,"5528 Cinderlane Pkwy, Orlando, FL 32808",1634
2384,"555 Belcher Rd, Largo, FL 33771",1230
2385,"555 Bishop Gate Ln, Jacksonville, FL 32204",1928
2386,"555 Dr. M.L.K. Jr St S, St Petersburg, FL 33705",2073
2387,"555 Kirk Rd, Palm Springs, FL 33461",1647
2388,"555 Lakeview Dr, Coral Springs, FL 33071",2591
2389,"555 NE 34th St, Miami, FL 33137",5962
2390,"555 NE 8th St, Fort Lauderdale, FL 33304",2617
2391,"555 Northlake Blvd, Altamonte Springs, FL 32701",1898
2392,"5550 Nepsa Way, Delray Beach, FL 33484",2514
2393,"5551 Auburn Rd, Jacksonville, FL 32207",1295
2394,"5555 Celebration Pointe Ln, Margate, FL 33063",2339
2395,"5555 N Military Trl, Boca Raton, FL 33496",2957
2396,"5560 Curry Ford Rd, Orlando, FL 32822",1273
2397,"5560 Six Mile Commercial Ct, Fort Myers, FL 33912",2132
2398,"5565 Connie Jean Rd, Jacksonville, FL 32222",1255
2399,"5566 Kingsbury St, Jacksonville, FL 32205",869
2400,"5583 Gatlin Ave, Orlando, FL 32812",1508
2401,"5590 Arnold Palmer Dr, Orlando, FL 32811",1113
2402,"5590 Baldwin Park St, Orlando, FL 32807",1409
2403,"5600 SW 12th St, North Lauderdale, FL 33068",2084
2404,"5600 Silver Star Rd, Orlando, FL 32808",1174
2405,"5600 W Atlantic Ave, Delray Beach, FL 33484",2346
2406,"5601 Edenfield Rd, Jacksonville, FL 32277",1061
2407,"5609 Victoria Gardens Blvd, Port Orange, FL 32127",1728
2408,"5611 NW 112th Ave, Miami, FL 33178",2481
2409,"5620 Fountain Lake Cir, Bradenton, FL 34207",1939
2410,"5620 Tranquility Oaks Dr, Tampa, FL 33624",1505
2411,"5659 Del Prado Dr, Tampa, FL 33617",1432
2412,"566401 Arbor Club Way, Boca Raton, FL 33433",2218
2413,"5671 Mauna Loa Blvd, Sarasota, FL 34240",2374
2414,"5671 Washington St, Hollywood, FL 33023",1688
2415,"5680 Waterside Blvd, Lakeland, FL 33805",1760
2416,"569 Little River Loop, Altamonte Springs, FL 32714",1771
2417,"5691 Elmhurst Cir, Oviedo, FL 32765",2004
2418,"570 Christina Dr, Royal Palm Beach, FL 33414",2505
2419,"570 Merrill Dr, Milton, FL 32570",1412
2420,"5700 Biscayne Blvd, Miami, FL 33137",3349
2421,"5710 Lenox Ave, Jacksonville, FL 32205",1121
2422,"5719 Granada Dr, Sarasota, FL 34231",1968
2423,"5724 Byron Anthony Pl, Sanford, FL 32771",1669
2424,"5725 1st Avenue East, Bradenton, FL 34208",1981
2425,"573 Oakleaf Plantation Pkwy, Orange Park, FL 32065",1719
2426,"5739 Kingsgate Dr, Orlando, FL 32839",1481
2427,"5743 Bent Pine Dr, Orlando, FL 32822",1595
2428,"5749 St Charles Prado, Orlando, FL 32822",1287
2429,"5750 58th Way N, Kenneth City, FL 33709",1579
2430,"5750 Lakeside Dr, Margate, FL 33063",2084
2431,"5755 Stoneridge Ct, Orlando, FL 32839",1280
2432,"5759 Crowntree Ln, Orlando, FL 32829",1953
2433,"5762 Folkstone Ln, Orlando, FL 32822",1964
2434,"5772 Merrill Rd, Jacksonville, FL 32277",932
2435,"5791 N University Club Blvd, Jacksonville, FL 32277",1025
2436,"5799 Frank Reeder Rd, Pensacola, FL 32526",2149
2437,"5800 Auvers Blvd, Orlando, FL 32807",1640
2438,"5800 Barnes Rd S, Jacksonville, FL 32216",1331
2439,"5800 Calais Ln, St Petersburg, FL 33714",1912
2440,"5800 Central Ave, New Port Richey, FL 34652",1880
2441,"5800 Dolphin Dr, Orlando, FL 32822",1697
2442,"5800 Lynn Lake Dr S, St Petersburg, FL 33712",1351
2443,"5800 NW 186th St, Hialeah, FL 33015",1347
2444,"5800 NW 74th Pl, Coconut Creek, FL 33073",2394
2445,"5801 Fishermans Dr, Bradenton, FL 34209",1892
2446,"5801 Shenandoah Way, Orlando, FL 32807",1518
2447,"5820 Nature View Dr, Windermere, FL 34786",2259
2448,"5821 San Juan Ave, Jacksonville, FL 32210",951
2449,"5826 PGA Blvd, Orlando, FL 32839",1599
2450,"5826 Pga Blvd, Orlando, FL 32839",1631
2451,"5830 Memorial Hwy, Tampa, FL 33615",1685
2452,"584 W Bay St, Winter Garden, FL 34787",1975
2453,"5840 Lake Shore Dr, Dania Beach, FL 33312",2775
2454,"5851 Holmberg Rd, Parkland, FL 33067",2637
2455,"5870 Sundown Cir, Orlando, FL 32822",1598
2456,"5880 SW 74th Terrace, Miami, FL 33143",1356
2457,"5881 Town Bay Dr, Boca Raton, FL 33486",2630
2458,"5885 Edenfield Rd, Jacksonville, FL 32277",1400
2459,"5885 Lakehurst Dr, Orlando, FL 32819",1861
2460,"5900 Bent Pine Dr, Orlando, FL 32822",1758
2461,"5900 Casa del Rey Cir, Orlando, FL 32809",1365
2462,"5900 NW 46th Ave, Tamarac, FL 33319",1928
2463,"5900 Park Hamilton Blvd, Orlando, FL 32808",1466
2464,"5900 SW 76th Ct, Gainesville, FL 32608",1702
2465,"5900 Townsend Rd, Jacksonville, FL 32244",1567
2466,"5900 Wilkinson Rd, Sarasota, FL 34233",2049
2467,"5901 Bent Pine Dr, Orlando, FL 32822",1908
2468,"5902 Memorial Hwy, Tampa, FL 33615",1711
2469,"5903 NW 57th Ct, Tamarac, FL 33319",1919
2470,"5905 Simpson Rd, Riverview, FL 33578",2012
2471,"5905 Trce Mdw Lp, Riverview, FL 33578",2000
2472,"5909 30th Ave W, Bradenton, FL 34209",1732
2473,"591 Evernia St, West Palm Beach, FL 33401",3064
2474,"5915 Raleigh St, Orlando, FL 32835",2093
2475,"5916 Mausser Dr, Orlando, FL 32822",2061
2476,"5917 Mustang Pl, Orlando, FL 32822",2050
2477,"5917 Oak River Dr, Tampa, FL 33615",1184
2478,"5924 Curry Ford Rd, Orlando, FL 32822",1304
2479,"5928 Firestone Rd, Jacksonville, FL 32244",939
2480,"5933 28th Ave W, Bradenton, FL 34209",2010
2481,"5934 Premier Way, Naples, FL 34109",3455
2482,"5942 Winegard Rd, Orlando, FL 32809",1080
2483,"595 Lotus Landing Blvd, Altamonte Springs, FL 32714",1695
2484,"595 W Church St, Orlando, FL 32805",1612
2485,"5950 SW 20th Ave, Gainesville, FL 32607",1238
2486,"5953 Curry Ford Rd, Orlando, FL 32822",1673
2487,"5959 Bandera Springs Cir, Riverview, FL 33578",1435
2488,"5959 Fort Caroline Rd, Jacksonville, FL 32277",1232
2489,"5970 35th St W, Bradenton, FL 34210",1867
2490,"5971 Toscana Dr, Davie, FL 33314",2822
2491,"5974 Windhover Dr, Orlando, FL 32819",1618
2492,"599 Calibre Crest Pkwy, Altamonte Springs, FL 32714",1731
2493,"60 Minorca Ave, Coral Gables, FL 33134",4315
2494,"600 40th St N, St. Petersburg, FL 33713",1338
2495,"600 Crowne Commerce Ct, Ormond Beach, FL 32174",1785
2496,"600 E Bay St, Lakeland, FL 33801",1905
2497,"600 Eugenia St, Tallahassee, FL 32310",665
2498,"600 Jimmy Ann Dr, Daytona Beach, FL 32114",1427
2499,"600 N Semoran Blvd, Winter Park, FL 32792",1261
2500,"600 River Birch Ct, Clermont, FL 34711",1833
2501,"600 Sealofts Dr, Boynton Beach, FL 33426",2397
2502,"600 Starkey Rd, Largo, FL 33771",1796
2503,"600 Stonebridge Dr, Orlando, FL 32807",1158
2504,"600 Victory Garden Dr, Tallahassee, FL 32301",1181
2505,"6000 Bent Pine Dr, Orlando, FL 32822",1895
2506,"6001 Medici Ct, Sarasota, FL 34243",2138
2507,"6001 SW 75th Terrace, Gainesville, FL 32608",1867
2508,"6006 N Florida Ave, Tampa, FL 33604",2036
2509,"601 N 12th St, Tampa, FL 33602",2595
2510,"601 N Federal Hwy, Pompano Beach, FL 33062",2520
2511,"601 NW 42nd Ave, Plantation, FL 33317",1667
2512,"601 NW 82nd Ave, Plantation, FL 33324",2450
2513,"601 Rosery Rd NE, Largo, FL 33770",1884
2514,"601 Trelago Way, Maitland, FL 32751",2037
2515,"6010 Sherwood Glen Way, West Palm Beach, FL 33415",1704
2516,"6011 Vineland Resort Wy, Orlando, FL 32821",2068
2517,"6017 Roosevelt Blvd, Jacksonville, FL 32244",1245
2518,"602 Anderson Cir, Deerfield Beach, FL 33441",1866
2519,"602 E Alexander St, Plant City, FL 33563",1355
2520,"6025 Oakshadow St, Orlando, FL 32835",1839
2521,"603 Fulton Rd, Tallahassee, FL 32312",962
2522,"603 N Dort St, Plant City, FL 33563",1498
2523,"603 Siesta Key Cir, Deerfield Beach, FL 33441",1807
2524,"604 Colonial Dr, Fort Walton Beach, FL 32547",1382
2525,"604 Laurel Cove Ct, Orlando, FL 32825",1706
2526,"604 SW 70th Terrace, Gainesville, FL 32607",890
2527,"6050 34th St W, Bradenton, FL 34210",1966
2528,"6055 NW 105th Ct, Doral, FL 33178",2861
2529,"606 3rd Ave W, Bradenton, FL 34205",1991
2530,"606 Park Ave, Orange Park, FL 32073",1417
2531,"6061 Boca Colony Dr, Boca Raton, FL 33433",2177
2532,"6079 Town Colony Dr, Boca Raton, FL 33433",2415
2533,"608 N Willow Ave, Tampa, FL 33606",2353
2534,"6100 Arlington Expy, Jacksonville, FL 32211",1125
2535,"6100 Echelon Wy, Davenport, FL 33896",1906
2536,"6101 College Pkwy, Pensacola, FL 32504",1111
2537,"6101 Innovation Way, Tampa, FL 33619",2053
2538,"6101 Raleigh St, Orlando, FL 32835",1831
2539,"6101 Westgate Dr, Orlando, FL 32835",1512
2540,"6104 Turnbury Park Dr, Sarasota, FL 34243",2092
2541,"6105 Paddock Glen Dr, Tampa, FL 33634",1932
2542,"611 Mt Homer Rd, Eustis, FL 32726",990
2543,"611 Ponte Vedra Lakes Blvd, Ponte Vedra Beach, FL 32082",1514
2544,"6111 Enterprise Dr, Pensacola, FL 32505",1685
2545,"6112 N. State Road 7, Coconut Creek, FL 33073",2710
2546,"6115 N Davis Hwy, Pensacola, FL 32504",1486
2547,"6135 Newton Woods Dr, West Palm Beach, FL 33417",1158
2548,"615 NE 22nd St, Miami, FL 33137",2279
2549,"6150 Wiles Rd, Coral Springs, FL 33067",2324
2550,"6151 Lake Lodge Dr, Winter Garden, FL 34787",2143
2551,"6158 Beacon Isles Dr, Tampa, FL 33615",1482
2552,"6161 Memorial Hwy, Tampa, FL 33615",1401
2553,"6164 Forest Hill Blvd, West Palm Beach, FL 33415",1572
2554,"6168 Raleigh St, Orlando, FL 32835",2127
2555,"6170 Mahaffey Road, Fort Myers, FL 33966",1870
2556,"6175 Reflections Blvd, Lantana, FL 33462",2216
2557,"619 Arbor Station Ln, Tallahassee, FL 32312",1268
2558,"6200 Barnes Rd S, Jacksonville, FL 32216",847
2559,"6200 Cypress Point Dr, Panama City, FL 32408",1176
2560,"6200 NW 173rd St, Hialeah, FL 33015",2075
2561,"6201 Bent Pine Dr, Orlando, FL 32822",1849
2562,"6201 Gunn Hwy, Tampa, FL 33625",1873
2563,"6203 Curry Ford Rd, Orlando, FL 32822",1685
2564,"6207 S West Shore Blvd, Tampa, FL 33616",2517
2565,"6218 Watermark Dr, Riverview, FL 33578",1845
2566,"622 Filmore St, Orange Park, FL 32065",1615
2567,"6226 Barnes Rd S, Jacksonville, FL 32216",1307
2568,"6237 S Manhattan Ave, Tampa, FL 33616",1699
2569,"625 Auburn Cir W, Delray Beach, FL 33444",1229
2570,"6251 Sawyer Loop Rd, Sarasota, FL 34238",2381
2571,"6265 Sand Lake Vista Dr, Orlando, FL 32819",2273
2572,"6300 SW 24th Pl, Davie, FL 33314",2427
2573,"6301 S West Shore Blvd, Tampa, FL 33616",1515
2574,"6306 S MacDill Ave, Tampa, FL 33611",1905
2575,"6307 N Nebraska Ave, Tampa, FL 33604",1931
2576,"6308 Panther Ln, Fort Myers, FL 33919",1675
2577,"631 E Call St, Tallahassee, FL 32301",1249
2578,"631 Lotus Landing Blvd, Altamonte Springs, FL 32714",1688
2579,"6315 Westgate Dr, Orlando, FL 32835",1704
2580,"6320 SW 8th St, West Miami, FL 33144",2079
2581,"6321 113th St, Seminole, FL 33772",1494
2582,"6331 Corporate Centre Blvd, Orlando, FL 32822",1758
2583,"635 E New Haven Ave, Melbourne, FL 32901",1626
2584,"6350 Union Station Ct, Apollo Beach, FL 33572",2010
2585,"6350 Vineland Rd, Orlando, FL 32819",2054
2586,"6351 Palm Trace Landings Dr, Davie, FL 33314",2444
2587,"6359 Narragansett Bay Dr, Tampa, FL 33615",1525
2588,"6371 Collins Rd, Jacksonville, FL 32244",1540
2589,"640 Northern Rd, South Daytona, FL 32119",1225
2590,"640 W 18th St, Hialeah, FL 33010",1700
2591,"6400 Markstown Dr, Tampa, FL 33617",1186
2592,"6400 SW 20th Ave, Gainesville, FL 32607",1131
2593,"6401 31st St S, St Petersburg, FL 33712",1676
2594,"6413 Ashborough Ct, Milton, FL 32570",1100
2595,"6421 Conroy Rd, Orlando, FL 32835",1793
2596,"6431 Cow Pen Rd, Miami Lakes, FL 33014",1883
2597,"6437 Brook Village Cove, Bradenton, FL 34202",2247
2598,"6440 Narcoossee Rd, Orlando, FL 32822",1823
2599,"6445 NE 7th Ave, Miami, FL 33138",2572
2600,"645 James Lee Rd, Fort Walton Beach, FL 32547",1200
2601,"645 NW 1st St, Miami, FL 33128",1879
2602,"646 W Smith St, Orlando, FL 32804",1894
2603,"6465 142nd Ave N, Clearwater, FL 33760",1650
2604,"6475 Seawolf Ct, Naples, FL 34112",1931
2605,"649 Cannon Ridge Dr, Orlando, FL 32818",1642
2606,"65 Redbud Lane, Rosemary Beach, FL 32461",2330
2607,"65 Sentosa Dr, St Johns, FL 32259",1717
2608,"650 Lavers Cir, Delray Beach, FL 33444",2618
2609,"650 NE 2nd Ave, Miami, FL 33132",4152
2610,"650 Tapestry Ln, Brandon, FL 33511",2088
2611,"6500 Lake Gray Blvd, Jacksonville, FL 32244",1495
2612,"6500 Metrowest Blvd, Orlando, FL 32835",1778
2613,"6500 Sand Lake Sound Rd, Orlando, FL 32819",2245
2614,"6501 S West Shore Blvd, Tampa, FL 33616",2053
2615,"6501 US-98, Pensacola, FL 32506",1395
2616,"6503 N Military Trl, Boca Raton, FL 33496",2291
2617,"6505 Collins Rd, Jacksonville, FL 32244",1660
2618,"6506 San Francesco Wy., Windermere, FL 34786",2525
2619,"651 Glades Cir, Altamonte Springs, FL 32714",1581
2620,"651 NW 82nd Ave, Plantation, FL 33324",2604
2621,"6510 Anchor Loop Road, Bradenton, FL 34212",2026
2622,"6522 54th Ave N, St Petersburg, FL 33709",1254
2623,"6527 NW 70th Ave, Tamarac, FL 33321",1484
2624,"653 Monument Rd, Jacksonville, FL 32225",1534
2625,"655 Rosewood Ct, Indian Harbour Beach, FL 32937",2012
2626,"655 W Marina Cove Dr, St. Augustine, FL 32080",2346
2627,"6551 Gulf Gate Pl, Sarasota, FL 34231",1742
2628,"658 NW 120th Terrace, Gainesville, FL 32607",1913
2629,"659 W Amelia St, Orlando, FL 32801",1649
2630,"660 Dumont St, Celebration, FL 34747",2275
2631,"660 NE 78th St, Miami, FL 33138",1673
2632,"6600 Banner Lake Cir, Orlando, FL 32821",1726
2633,"6600 Main St, Miami Lakes, FL 33014",2721
2634,"6600 NW 7th St, Miami, FL 33126",2830
2635,"6600 Oakshore Dr, Parker, FL 32404",1830
2636,"6600 Woods Island Cir, Port St. Lucie, FL 34952",2145
2637,"6601 S West Shore Blvd, Tampa, FL 33616",2293
2638,"6608 S West Shore Blvd, Tampa, FL 33616",2285
2639,"661 E Woolbright Rd, Boynton Beach, FL 33435",2351
2640,"6611 Trichel Ln, New Port Richey, FL 34653",917
2641,"6620 SW 57th Ave, South Miami, FL 33143",3059
2642,"665 Ives Dairy Rd, Miami, FL 33179",2046
2643,"6650 Corporate Center Pkwy, Jacksonville, FL 32216",1636
2644,"6677 Tanglewood Bay Dr, Orlando, FL 32821",1796
2645,"668 N Orange Ave, Orlando, FL 32801",1813
2646,"6680 Bennett Creek Dr, Jacksonville, FL 32216",1645
2647,"67 SW 12th Ave, Deerfield Beach, FL 33442",2193
2648,"670 20th Ln E, Palmetto, FL 34221",1301
2649,"6701 W Oakland Park Blvd, Fort Lauderdale, FL 33313",2221
2650,"6705 Mallard Cove Rd, Jupiter, FL 33458",1948
2651,"6705 Shadow Creek Trail, Melbourne, FL 32940",2314
2652,"6710 Collins Rd, Jacksonville, FL 32244",1440
2653,"6720 15th St E, Sarasota, FL 34243",2094
2654,"6720 Florida Ave S, Lakeland, FL 33813",1716
2655,"6720 S Lois Ave, Tampa, FL 33616",1101
2656,"6727 S Lois Ave, Tampa, FL 33616",1044
2657,"673 NE 3rd Ave, Fort Lauderdale, FL 33304",2535
2658,"6739 Mission Club Blvd, Orlando, FL 32821",1818
2659,"675 Jamestown Blvd, Altamonte Springs, FL 32714",1581
2660,"6750 Congress Ave, Boca Raton, FL 33487",2738
2661,"6750 Woodlake Dr, Orlando, FL 32810",1534
2662,"6756 103rd St, Jacksonville, FL 32210",1236
2663,"6763 N Kendall Dr, Pinecrest, FL 33156",1605
2664,"677 NE 35th Ave, Homestead, FL 33033",2111
2665,"6801 Integra Cove Blvd, Orlando, FL 32821",1947
2666,"6801 Sea Coral Dr, Orlando, FL 32821",1920
2667,"6820 Axis W Cir, Orlando, FL 32821",2151
2668,"6820 W Hillsborough Ave, Tampa, FL 33634",1987
2669,"6822 S Shamrock Rd, Tampa, FL 33616",1329
2670,"6850 Merryvale Ln, Orlando, FL 32822",1975
2671,"6857 College Ct, Davie, FL 33317",2395
2672,"6870 103rd St, Jacksonville, FL 32210",1225
2673,"6874 Palmetto Cir S, Boca Raton, FL 33433",2316
2674,"6880 SW 44th St, Miami, FL 33155",2607
2675,"6880 W Fairfield Dr, Pensacola, FL 32506",1116
2676,"6881 NW 173rd Dr, Hialeah, FL 33015",2091
2677,"6890 Southgate Blvd, Tamarac, FL 33321",1966
2678,"6898 A C Skinner Pkwy, Jacksonville, FL 32256",1677
2679,"6900 Aruba Ave, Temple Terrace, FL 33637",1446
2680,"6900 Concord Dr, Tampa, FL 33614",1617
2681,"6900 Piazza Grande Ave, Orlando, FL 32835",2286
2682,"6900 W Colonial Dr, Orlando, FL 32818",815
2683,"6901 W Sunrise Blvd, Plantation, FL 33313",2695
2684,"6904 Manatee Ave W, Bradenton, FL 34209",1786
2685,"6904 Ralston Pl Dr, Tampa, FL 33614",1318
2686,"6910 Interbay Blvd, Tampa, FL 33616",1246
2687,"6910 W Waters Ave, Tampa, FL 33634",1620
2688,"6915 Main St, Miami Lakes, FL 33014",2067
2689,"6925 Town Harbour Blvd, Boca Raton, FL 33433",2365
2690,"693 Wymore Rd, Altamonte Springs, FL 32714",1647
2691,"6970 SW 40th St, Miami, FL 33155",2809
2692,"6975 Sierra Club Cir, Naples, FL 34113",2592
2693,"698 NE 1st Ave, Miami, FL 33132",2773
2694,"700 Altamira Cir, Altamonte Springs, FL 32701",1669
2695,"700 Cocoanut Ave, Sarasota, FL 34236",3278
2696,"700 College Blvd, Pensacola, FL 32504",1314
2697,"700 N Calhoun St, Tallahassee, FL 32303",849
2698,"700 N Courtenay Pkwy, Merritt Island, FL 32953",935
2699,"700 Oakland Hills Cir, Lake Mary, FL 32746",2078
2700,"700 Post Lake Pl, Apopka, FL 32703",1625
2701,"700 SW 1st St., Miami, FL 33130",2676
2702,"700 SW 62nd Blvd, Gainesville, FL 32607",1427
2703,"700 SW 78Th Ave, Plantation, FL 33324",2592
2704,"700 Sanctuary Cove Dr, West Palm Beach, FL 33410",2440
2705,"7000 University Blvd, Winter Park, FL 32792",1653
2706,"7001 Aloma Ave, Winter Park, FL 32792",1211
2707,"7001 NW 16th St, Plantation, FL 33313",1942
2708,"7004 SW 40th St, Miami, FL 33155",2397
2709,"7004 Tavistock Lakes Blvd, Orlando, FL 32827",2181
2710,"7009 Interbay Blvd, Tampa, FL 33616",1096
2711,"701 E Bay Dr, Largo, FL 33770",1317
2712,"701 S Ivey Ln, Orlando, FL 32811",1396
2713,"701 SW 62nd Blvd, Gainesville, FL 32607",1382
2714,"701 SW Pine Island Rd, Cape Coral, FL 33991",2207
2715,"7010 Lake Nona Blvd, Orlando, FL 32827",2310
2716,"702 51st St E, Bradenton, FL 34208",1346
2717,"7020 Rue Granville, Miami Beach, FL 33141",2083
2718,"7025 Stirling Rd, Davie, FL 33314",2441
2719,"705 S Beach St, Daytona Beach, FL 32114",1227
2720,"7058 SW 88th St, Gainesville, FL 32608",1874
2721,"7080 Banyan Leaf Rd, West Palm Beach, FL 33413",1996
2722,"710 Executive Center Dr, West Palm Beach, FL 33401",1591
2723,"710 N Lemon Ave, Sarasota, FL 34236",2398
2724,"7100 Gateshead Cir, Orlando, FL 32822",1631
2725,"7101 Wilson Blvd, Jacksonville, FL 32210",1443
2726,"711 Beach Blvd, Jacksonville Beach, FL 32250",2253
2727,"711 S Lincoln Ave, Clearwater, FL 33756",1393
2728,"711 Underwood Ave, Pensacola, FL 32504",1417
2729,"7110 Tudor Ln, Port Richey, FL 34668",1407
2730,"7111 N Blue Angel Pkwy, Pensacola, FL 32526",1413
2731,"7118 Altis Way, Orlando, FL 32836",1823
2732,"7119 Sand Lake Reserve Dr, Orlando, FL 32819",2116
2733,"712 Nicolet Ave, Winter Park, FL 32789",1753
2734,"712 S Howard Ave, Tampa, FL 33606",2729
2735,"7120 Forest City Rd, Orlando, FL 32810",1448
